Gene,Dataset,Trait,Method,HGNC,Transcript,Chromosome,Start,End,Biotype,Z,P,"Permutation P",R2,"Top GWAS SNP","Top GWAS P",Screen.P,"Screening Adjusted P","Confirmation P"
ENSG00000143418,Developmental,BV,isoTWAS,CERS2,ENST00000361419,1,150960583,150975003,protein_coding,3.576805808,0.000347818,0.01998002,0.010739747,rs4537557,6.78E-05,0.0005856314786593,0.00293890125437887,0.002782544
ENSG00000143434,Developmental,BV,isoTWAS,SEMA6C,ENST00000341697,1,151131685,151146631,protein_coding,-3.39442625,0.000687726,0.001998002,0.126535317,rs4537557,6.78E-05,0.00314833876536015,0.00929583595575328,0.002750904
ENSG00000117362,Developmental,BV,isoTWAS,APH1A,ENST00000236017,1,150265399,150269580,protein_coding,-3.563433342,0.000366036,0.014985015,0.021616724,rs4537557,6.78E-05,0.00220286825178401,0.00731825663144138,0.002196216
ENSG00000117360,Developmental,BV,isoTWAS,PRPF3,ENST00000324862,1,150321479,150353233,protein_coding,-3.49687123,0.000470749,0.000999001,0.045983643,rs4537557,6.78E-05,0.00222754044548288,0.00737441543582526,0.001882996
ENSG00000023902,Developmental,BV,isoTWAS,PLEKHO1,ENST00000479194,1,150149183,150164720,protein_coding,-3.498211743,0.000468389,0.000999001,0.020373355,rs4537557,6.78E-05,0.000101214039668968,0.000810110497405267,0.001873556
ENSG00000023902,Developmental,BV,isoTWAS,PLEKHO1,ENST00000502767,1,150149183,150164720,protein_coding,3.672576488,0.000240117,0.03996004,0.025829038,rs4537557,6.78E-05,0.000101214039668968,0.000810110497405267,0.001440702
ENSG00000143418,Developmental,BV,isoTWAS,CERS2,ENST00000368949,1,150960583,150975003,protein_coding,-3.753980454,0.000174048,0.006993007,0.021038869,rs4537557,6.78E-05,0.0005856314786593,0.00293890125437887,0.001392384
ENSG00000143384,Developmental,BV,isoTWAS,MCL1,ENST00000307940,1,150560895,150579738,protein_coding,3.417054009,0.000633027,0.041958042,0.022899071,rs4537557,6.78E-05,0.000610040258670722,0.00302378370229938,0.001266054
ENSG00000163131,Developmental,BV,isoTWAS,CTSS,ENST00000368985,1,150730079,150765957,protein_coding,-3.509106402,0.000449615,0.005994006,0.037759272,rs4537557,6.78E-05,0.00129796249276501,0.00511421305437854,0.00089923
ENSG00000178796,Developmental,BV,isoTWAS,RIIAD1,ENST00000479191,1,151710433,151729805,protein_coding,-3.525603455,0.000422519,0.008991009,0.01796754,rs4537557,6.78E-05,0.00117500385573685,0.00479842722969917,0.000845038
ENSG00000264522,Developmental,BV,isoTWAS,OTUD7B,ENST00000581312,1,149937812,150010726,protein_coding,-3.573215037,0.000352625,0.018981019,0.029937027,rs4537557,6.78E-05,0.000127318270721784,0.000960182042606949,0.0006605
ENSG00000143384,Developmental,BV,isoTWAS,MCL1,ENST00000369026,1,150560895,150579738,protein_coding,-3.601088586,0.000316888,0.037962038,0.026177998,rs4537557,6.78E-05,0.000610040258670722,0.00302378370229938,0.000633776
ENSG00000203814,Developmental,BV,isoTWAS,H2BC18,ENST00000469483,1,149782689,149812373,protein_coding,3.550112328,0.000385067,0.010989011,0.045160974,rs4537557,6.78E-05,0.000747044809453286,0.00350277634508036,0.001155201
ENSG00000270882,Developmental,BV,isoTWAS,H4C14,ENST00000618193,1,149832657,149839767,protein_coding,-3.617562281,0.000297391,0.000999001,0.029435026,rs4537557,6.78E-05,0.000893236027634623,0.00397023857064037,0.000892173
ENSG00000163159,Developmental,BV,isoTWAS,VPS72,ENST00000368892,1,151176304,151195321,protein_coding,3.833145587,0.000126515,0.006993007,0.024625681,rs4537557,6.78E-05,0.000444971968416017,0.00241961003984707,0.00050606
ENSG00000118292,Developmental,BV,isoTWAS,C1orf54,ENST00000369102,1,150268200,150280916,protein_coding,3.60420004,0.000313116,0.028971029,0.015908463,rs4537557,6.78E-05,0.000723086879260076,0.00342326170266306,0.000626232
ENSG00000264522,Developmental,BV,isoTWAS,OTUD7B,ENST00000619871,1,149937812,150010726,protein_coding,4.027173455,5.65E-05,0.021978022,0.050788879,rs4537557,6.78E-05,0.000127318270721784,0.000960182042606949,0.000113
ENSG00000023902,Developmental,BV,isoTWAS,PLEKHO1,ENST00000369124,1,150149183,150164720,protein_coding,4.295384302,1.74E-05,0.001998002,0.017125864,rs4537557,6.78E-05,0.000101214039668968,0.000810110497405267,0.0001044
ENSG00000118298,Developmental,BV,isoTWAS,CA14,ENST00000607082,1,150257251,150265078,protein_coding,-4.082712366,4.45E-05,0.002997003,0.026931591,rs4537557,6.78E-05,0.000107567835813764,0.00084808856971096,8.9E-05
ENSG00000163154,Developmental,BV,isoTWAS,TNFAIP8L2,ENST00000368910,1,151156649,151159749,protein_coding,-3.41255943,0.000643559,0.001998002,0.016418898,rs4537557,6.78E-05,0.000643559000000066,0.0031473935457579,0
ENSG00000143368,Developmental,BV,isoTWAS,SF3B4,ENST00000457312,1,149923317,149927803,protein_coding,-3.421783395,0.000622119,0.000999001,0.023003754,rs4537557,6.78E-05,0.000622118999999994,0.00306482861446883,0
ENSG00000143457,Developmental,BV,isoTWAS,GOLPH3L,ENST00000271732,1,150646230,150697154,protein_coding,3.508428048,0.000450763,0.017982018,0.018885121,rs4537557,6.78E-05,0.000450763000000006,0.00243897458933937,0
ENSG00000151247,Developmental,NTSM,isoTWAS,EIF4E,ENST00000418385,4,98879276,98929133,protein_coding,-3.301698183,0.000961014,0.037962038,0.032568292,rs10516441,6.81E-05,0.00746231503127481,0.0161505031902567,0.008649126
ENSG00000185133,Developmental,BP,isoTWAS,INPP5J,ENST00000461241,22,31122731,31134697,protein_coding,-3.412349846,0.000644054,0.000999001,0.013891647,rs4603880,6.81E-05,0.000447224524995479,0.00242510566509909,0.003864324
ENSG00000100105,Developmental,BP,isoTWAS,PATZ1,ENST00000215919,22,31325804,31346346,protein_coding,-3.358762814,0.000782922,0.000999001,0.016695846,rs4603880,6.81E-05,0.000849492509152338,0.00384113673209796,0.002348766
ENSG00000184792,Developmental,BP,isoTWAS,OSBP2,ENST00000431368,22,30693782,30907824,protein_coding,3.679204314,0.000233963,0.000999001,0.026184988,rs4603880,6.81E-05,0.000400712070964344,0.00223620059242515,0.002105667
ENSG00000100105,Developmental,BP,isoTWAS,PATZ1,ENST00000494109,22,31325804,31346346,protein_coding,-3.474166721,0.000512443,0.037962038,0.070259917,rs4603880,6.81E-05,0.000849492509152338,0.00384113673209796,0.002049772
ENSG00000106415,Developmental,ADHD,isoTWAS,GLCCI1,ENST00000489405,7,7968796,8094272,protein_coding,-3.606239982,0.000310666,0.005994006,0.027281854,rs3757526,6.81E-05,1.26326842761332E-06,2.3300444746573E-05,0.001863996
ENSG00000185133,Developmental,BP,isoTWAS,INPP5J,ENST00000463528,22,31122731,31134697,protein_coding,3.695528337,0.00021943,0.000999001,0.023050222,rs4603880,6.81E-05,0.000447224524995479,0.00242510566509909,0.00153601
ENSG00000184708,Developmental,BP,isoTWAS,EIF4ENIF1,ENST00000397525,22,31436977,31496108,protein_coding,-3.763579726,0.000167498,0.016983017,0.010316466,rs4603880,6.81E-05,0.00024462967335281,0.00156421485667234,0.001507482
ENSG00000184792,Developmental,BP,isoTWAS,OSBP2,ENST00000438716,22,30693782,30907824,protein_coding,3.820181445,0.000133354,0.000999001,0.013465761,rs4603880,6.81E-05,0.000400712070964344,0.00223620059242515,0.00133354
ENSG00000182541,Developmental,BP,isoTWAS,LIMK2,ENST00000406516,22,31212239,31280080,protein_coding,3.786512578,0.000152776,0.021978022,0.01381534,rs4603880,6.81E-05,0.000831575359868833,0.00378797480466359,0.000916656
ENSG00000183963,Developmental,BP,isoTWAS,SMTN,ENST00000489337,22,31064105,31104757,protein_coding,3.939170856,8.18E-05,0.018981019,0.029080014,rs4603880,6.81E-05,1.93701742593563E-05,0.000225227119864375,0.0005726
ENSG00000235989,Developmental,BP,isoTWAS,MORC2-AS1,ENST00000609557,22,30922308,30932449,lncRNA,3.806546395,0.000140921,0.010989011,0.019278526,rs4603880,6.81E-05,0.000440717053854929,0.00240457489255061,0.000563684
ENSG00000183963,Developmental,BP,isoTWAS,SMTN,ENST00000493335,22,31064105,31104757,protein_coding,4.034439121,5.47E-05,0.00999001,0.015375679,rs4603880,6.81E-05,1.93701742593563E-05,0.000225227119864375,0.0004376
ENSG00000168785,Developmental,NTSM,isoTWAS,TSPAN5,ENST00000515440,4,98470367,98658611,protein_coding,-4.059016094,4.93E-05,0.005994006,0.02378769,rs10516441,6.81E-05,0.000195863338008973,0.00132498951408832,0.0001479
ENSG00000248131,Developmental,NTSM,isoTWAS,LINC01194,ENST00000505196,5,12574830,12804363,lncRNA,4.289740021,1.79E-05,0.03996004,0.041244983,rs233348,6.81E-05,1.79000000000465E-05,0.000210713420861233,0
ENSG00000135655,Developmental,CDG,isoTWAS,USP15,ENST00000546694,12,62260338,62417431,protein_coding,-3.312497826,0.000924668,0.015984016,0.015687473,rs11174379,6.86E-05,0.00228885695368453,0.00751281617687478,0.014794688
ENSG00000162341,Developmental,SCZ,isoTWAS,TPCN2,ENST00000294309,11,69048932,69136316,protein_coding,3.408473932,0.000653273,0.041958042,0.033676772,rs2305498,6.86E-05,0.000222675581287632,0.00145528525294825,0.002613092
ENSG00000144747,Developmental,SCZ,isoTWAS,TMF1,ENST00000645406,3,69019827,69052339,protein_coding,-4.526697359,5.99E-06,0.015984016,0.03777233,rs4855394,6.86E-05,3.06801785860851E-05,0.000322781878879288,3.594E-05
ENSG00000144747,Developmental,SCZ,isoTWAS,TMF1,ENST00000646708,3,69019827,69052339,protein_coding,4.30497555,1.67E-05,0.002997003,0.017498146,rs4855394,6.86E-05,3.06801785860851E-05,0.000322781878879288,0.0001002
ENSG00000162341,Developmental,SCZ,isoTWAS,TPCN2,ENST00000635811,11,69048932,69136316,protein_coding,-3.981,6.86E-05,0.000999001,0.039850109,rs2305498,6.86E-05,0.000222675581287632,0.00145528525294825,0.000343
ENSG00000197157,Developmental,MDD,isoTWAS,SND1,ENST00000354725,7,127652194,128092609,protein_coding,3.688180618,0.000225863,0.000999001,0.265196108,rs2237786,6.89E-05,3.47999260200059E-10,1.73344446307677E-08,0.001355178
ENSG00000141295,Developmental,BV,isoTWAS,SCRN2,ENST00000583090,17,47837692,47841289,protein_coding,3.985581857,6.73E-05,0.015984016,0.013744039,rs1879110,6.89E-05,0.000573815351461675,0.00290292172775708,0.0006057
ENSG00000082641,Developmental,BV,isoTWAS,NFE2L1,ENST00000583210,17,48048329,48061545,protein_coding,-4.37457978,1.22E-05,0.010989011,0.015341605,rs1879110,6.89E-05,0.000131292552127898,0.000983341619204054,0.000122
ENSG00000144191,Developmental,BP,isoTWAS,CNGA3,ENST00000393503,2,98346188,98398601,protein_coding,3.566306036,0.000362049,0.030969031,0.014468419,rs2293679,6.92E-05,0.000212539427338692,0.00140811733079604,0.000724098
ENSG00000134627,Developmental,BP,isoTWAS,PIWIL4,ENST00000543336,11,94543840,94621421,protein_coding,3.598571371,0.00031997,0.002997003,0.015966492,rs10831076,6.95E-05,0.000952879228606261,0.00415455490176014,0.00063994
ENSG00000122033,Developmental,CDG,isoTWAS,MTIF3,ENST00000405591,13,27435643,27450591,protein_coding,3.769033996,0.000163881,0.002997003,0.04949232,rs17543181,6.98E-05,0.00158107617407418,0.00584867558708765,0.001474929
ENSG00000196843,Developmental,CDG,isoTWAS,ARID5A,ENST00000470579,2,96536743,96552634,protein_coding,3.977,6.98E-05,0.000999001,0.018773205,rs7562544,6.98E-05,0.000276763958258581,0.00171466162085806,0.0002094
ENSG00000230987,Developmental,NTSM,isoTWAS,,ENST00000418655,1,189989570,189993097,processed_pseudogene,3.451735874,0.000556993,0.021978022,0.031159238,rs815721,7.01E-05,0.000556993000000009,0.00283753473074499,0
ENSG00000163159,Developmental,MDD,isoTWAS,VPS72,ENST00000354473,1,151176304,151195321,protein_coding,-3.594248669,0.000325329,0.024975025,0.054934037,rs2769265,7.04E-05,0.000444971968416017,0.00241961003984707,0.001301316
ENSG00000169398,Developmental,BV,isoTWAS,PTK2,ENST00000519881,8,140657900,141002216,protein_coding,-3.433971229,0.000594807,0.017982018,0.022549878,rs13271554,7.1E-05,0.000484563510972684,0.00257642974736516,0.014275368
ENSG00000169398,Developmental,BV,isoTWAS,PTK2,ENST00000517887,8,140657900,141002216,protein_coding,3.785566957,0.000153359,0.007992008,0.022591791,rs13271554,7.1E-05,0.000484563510972684,0.00257642974736516,0.00613436
ENSG00000254715,Developmental,SCZ,isoTWAS,OR7E154P,ENST00000525174,8,7705182,7706113,unprocessed_pseudogene,-3.642308576,0.000270204,0.022977023,0.014035573,rs2979151,7.1E-05,0.000270204000000006,0.00168501636630607,0
ENSG00000188243,Developmental,NTSM,isoTWAS,COMMD6,ENST00000477377,13,75525214,75549439,protein_coding,-3.3519714,0.000802383,0.028971029,0.042954347,rs17314215,7.13E-05,0.000990659665040054,0.00426335930071977,0.007221447
ENSG00000136111,Developmental,NTSM,isoTWAS,TBC1D4,ENST00000648194,13,75283503,75482169,protein_coding,-3.357263699,0.00078718,0.037962038,0.014341377,rs17314215,7.13E-05,0.000456066714334108,0.00246416494899169,0.002383592
ENSG00000250722,Developmental,MDD,isoTWAS,SELENOP,ENST00000512980,5,42799880,42887392,protein_coding,3.410767758,0.000647802,0.025974026,0.038844534,rs1035516,7.16E-05,0.00199086206918421,0.00683919176980929,0.001943406
ENSG00000204977,Developmental,BP,isoTWAS,TRIM13,ENST00000478111,13,49995888,50020481,protein_coding,3.569140355,0.000358155,0.010989011,0.034266946,rs4942859,7.22E-05,0.00121423214159346,0.00491258953693961,0.001790775
ENSG00000118518,Developmental,BV,isoTWAS,RNF146,ENST00000480444,6,127266726,127288567,protein_coding,-3.949288436,7.84E-05,0.000999001,0.015268401,rs9321069,7.22E-05,5.21367231001859E-12,3.85979162437569E-10,0.0007942
ENSG00000118518,Developmental,BV,isoTWAS,RNF146,ENST00000495188,6,127266726,127288567,protein_coding,-3.969,7.22E-05,0.000999001,0.015424028,rs9321069,7.22E-05,5.21367231001859E-12,3.85979162437569E-10,0.0007942
ENSG00000118518,Developmental,BV,isoTWAS,RNF146,ENST00000610153,6,127266726,127288567,protein_coding,3.969,7.22E-05,0.000999001,0.0157653,rs9321069,7.22E-05,5.21367231001859E-12,3.85979162437569E-10,0.0007942
ENSG00000118518,Developmental,BV,isoTWAS,RNF146,ENST00000609447,6,127266726,127288567,protein_coding,-3.969,7.22E-05,0.000999001,0.017196098,rs9321069,7.22E-05,5.21367231001859E-12,3.85979162437569E-10,0.0007942
ENSG00000118518,Developmental,BV,isoTWAS,RNF146,ENST00000368314,6,127266726,127288567,protein_coding,-3.969,7.22E-05,0.000999001,0.0214663,rs9321069,7.22E-05,5.21367231001859E-12,3.85979162437569E-10,0.0007942
ENSG00000118518,Developmental,BV,isoTWAS,RNF146,ENST00000356799,6,127266726,127288567,protein_coding,3.969,7.22E-05,0.000999001,0.022058916,rs9321069,7.22E-05,5.21367231001859E-12,3.85979162437569E-10,0.0007942
ENSG00000118518,Developmental,BV,isoTWAS,RNF146,ENST00000608991,6,127266726,127288567,protein_coding,3.969,7.22E-05,0.000999001,0.029509252,rs9321069,7.22E-05,5.21367231001859E-12,3.85979162437569E-10,0.0007942
ENSG00000118518,Developmental,BV,isoTWAS,RNF146,ENST00000610162,6,127266726,127288567,protein_coding,-3.969,7.22E-05,0.000999001,0.033372448,rs9321069,7.22E-05,5.21367231001859E-12,3.85979162437569E-10,0.0007942
ENSG00000118518,Developmental,BV,isoTWAS,RNF146,ENST00000477776,6,127266726,127288567,protein_coding,3.969,7.22E-05,0.000999001,0.044864213,rs9321069,7.22E-05,5.21367231001859E-12,3.85979162437569E-10,0.0007942
ENSG00000006071,Developmental,AN,isoTWAS,ABCC8,ENST00000644649,11,17392498,17476894,protein_coding,3.848409144,0.000118887,0.002997003,0.058696719,rs4756864,7.25E-05,2.61238610622897E-05,0.000284297365936813,0.00114
ENSG00000134330,Developmental,CortTH,isoTWAS,IAH1,ENST00000484826,2,9473658,9496543,protein_coding,-3.338066849,0.000843635,0.02997003,0.03456932,rs10929579,7.28E-05,0.00202175466630467,0.0069027075437891,0.010967255
ENSG00000235092,Developmental,CortTH,isoTWAS,ID2-AS1,ENST00000433592,2,8666636,8681864,lncRNA,3.319305739,0.000902416,0.044955045,0.020687207,rs10929579,7.28E-05,0.00376797148914512,0.010430753321323,0.006316912
ENSG00000166136,Developmental,BV,isoTWAS,NDUFB8,ENST00000531189,10,100523740,100530000,protein_coding,3.494436279,0.000475064,0.027972028,0.021172257,rs10786603,7.28E-05,0.00122079668146768,0.00492221606797131,0.002850384
ENSG00000166135,Developmental,BV,isoTWAS,HIF1AN,ENST00000299163,10,100529072,100559998,protein_coding,3.863238281,0.000111894,0.000999001,0.151966162,rs10786603,7.28E-05,0.000394541307353735,0.00221247469054271,0.000335682
ENSG00000099194,Developmental,BV,isoTWAS,SCD,ENST00000370355,10,100347233,100364826,protein_coding,-3.359446411,0.000780988,0.000999001,0.034731922,rs10786603,7.28E-05,0.000780987999999993,0.00362194406091951,0
ENSG00000139116,Developmental,MDD,isoTWAS,KIF21A,ENST00000547108,12,39293228,39443390,protein_coding,3.384638313,0.000712721,0.023976024,0.01191062,rs11612004,7.31E-05,1.5073824603083E-05,0.000182914628021922,0.005701768
ENSG00000151917,Developmental,SCZ,isoTWAS,BEND6,ENST00000370746,6,56955107,57027346,protein_coding,3.493751329,0.000476284,0.004995005,0.162155424,rs9475837,7.31E-05,0.000526451594406212,0.00272058990782,0.001428852
ENSG00000134853,Developmental,BP,isoTWAS,PDGFRA,ENST00000508170,4,54229280,54298245,protein_coding,3.580513097,0.00034292,0.008991009,0.024509444,rs9312655,7.37E-05,0.0021238172575141,0.00713197809384519,0.00205752
ENSG00000119772,Developmental,CortTH,isoTWAS,DNMT3A,ENST00000482935,2,25227855,25342590,protein_coding,-3.953277031,7.71E-05,0.008991009,0.042188481,rs4665701,7.37E-05,0.000555825326385542,0.00283337490288574,0.0005397
ENSG00000092531,Developmental,NTSM,isoTWAS,SNAP23,ENST00000568331,15,42491233,42545356,protein_coding,3.450506979,0.000559535,0.024975025,0.027980684,rs35538776,7.4E-05,7.36811099856177E-07,1.47719184355017E-05,0.00671442
ENSG00000168781,Developmental,NTSM,isoTWAS,PPIP5K1,ENST00000465123,15,43533462,43590208,protein_coding,-3.318847671,0.000903897,0.012987013,0.024449284,rs35538776,7.4E-05,1.33491037614541E-09,5.55260787644606E-08,0.002166248
ENSG00000140264,Developmental,NTSM,isoTWAS,SERF2,ENST00000409291,15,43777087,43804427,protein_coding,4.264550484,2E-05,0.007992008,0.017453117,rs35538776,7.4E-05,3.36504954089599E-07,7.53239036623029E-06,0.0001
ENSG00000166762,Developmental,NTSM,isoTWAS,CATSPER2,ENST00000469461,15,43628503,43668118,protein_coding,-4.501827404,6.74E-06,0.005994006,0.012433899,rs35538776,7.4E-05,2.85292160483197E-05,0.000305522941671745,3.37E-05
ENSG00000128886,Developmental,NTSM,isoTWAS,ELL3,ENST00000467869,15,43772605,43777315,protein_coding,-4.678683466,2.89E-06,0.000999001,0.024438304,rs35538776,7.4E-05,1.0062136140964E-05,0.000132026679007332,8.67E-06
ENSG00000140264,Developmental,NTSM,isoTWAS,SERF2,ENST00000381359,15,43777087,43804427,protein_coding,-4.837729442,1.31E-06,0.000999001,0.045215034,rs35538776,7.4E-05,3.36504954089599E-07,7.53239036623029E-06,7.86E-06
ENSG00000196511,Developmental,MDD,isoTWAS,TPK1,ENST00000360057,7,144451941,144836395,protein_coding,3.97453634,7.05E-05,0.001998002,0.020397785,rs35105540,7.43E-05,0.000481939976709989,0.0025661594470876,0.000423
ENSG00000110841,Developmental,CortTH,isoTWAS,PPFIBP1,ENST00000535047,12,27523431,27695564,protein_coding,3.604978157,0.000312179,0.018981019,0.0112706,rs11049621,7.46E-05,0.000700245848174841,0.00334700493840706,0.00256335
ENSG00000242086,Developmental,SCZ,isoTWAS,MUC20-OT1,ENST00000631366,3,195658062,195739964,lncRNA,4.391239952,1.13E-05,0.005994006,0.034128529,rs2280525,7.46E-05,0.00058064425768813,0.00292205103674111,0.0006328
ENSG00000225342,Developmental,NTSM,isoTWAS,LRRK2-DT,ENST00000618127,12,40186009,40224915,lncRNA,-3.619238187,0.000295472,0.006993007,0.01131767,rs7960976,7.46E-05,0.000295472000000041,0.00179676812660161,0
ENSG00000025796,Developmental,MDD,isoTWAS,SEC63,ENST00000446496,6,107867756,107958208,protein_coding,3.387749438,0.000704686,0.028971029,0.026893859,rs488865,7.56E-05,0.000409847151970798,0.00227694429798854,0.004932802
ENSG00000143183,Developmental,SCZ,isoTWAS,TMCO1,ENST00000465705,1,165724293,165827755,protein_coding,-3.608735426,0.000307693,0.018981019,0.062646621,rs714339,7.56E-05,0.00208609911726977,0.00705227349258835,0.001846158
ENSG00000143198,Developmental,SCZ,isoTWAS,MGST3,ENST00000367883,1,165631213,165661796,protein_coding,-3.917647831,8.94E-05,0.010989011,0.019841287,rs714339,7.56E-05,0.000406989365355835,0.00226652911231119,0.000894
